time,equity,daily_return,peak,drawdown
2026-01-01 00:00:00+00:00,100637.2867838616,0.0063728678386158165,100637.2867838616,0.0
2026-01-02 00:00:00+00:00,107016.00858470806,0.06338328471181902,107016.00858470806,0.0
2026-01-03 00:00:00+00:00,107457.11899078096,0.00412191046841137,107457.11899078096,0.0
2026-01-04 00:00:00+00:00,108234.96812202041,0.007238693336885164,108234.96812202041,0.0
2026-01-05 00:00:00+00:00,121019.93200149406,0.11812230466091422,121019.93200149406,0.0
2026-01-06 00:00:00+00:00,119472.80629317115,-0.012784056995700654,121019.93200149406,-0.012784056995700621
2026-01-07 00:00:00+00:00,115415.45637504173,-0.03396044710101794,121019.93200149406,-0.04631035180537979
2026-01-08 00:00:00+00:00,114373.0171051706,-0.00903205950582336,121019.93200149406,-0.05492413345796132
2026-01-09 00:00:00+00:00,113715.76343057936,-0.005746579842226819,121019.93200149406,-0.06035508738200679
2026-01-10 00:00:00+00:00,113596.4403493151,-0.001049309943182172,121019.93200149406,-0.0613410661318774
2026-01-11 00:00:00+00:00,113576.09539484479,-0.00017909852111349555,121019.93200149406,-0.061509178558763145
2026-01-12 00:00:00+00:00,113576.09539484479,0.0,121019.93200149406,-0.061509178558763145
2026-01-13 00:00:00+00:00,114129.18576653801,0.004869778008923433,121019.93200149406,-0.05693893659493199
2026-01-14 00:00:00+00:00,115150.66284680578,0.00895018284242643,121019.93200149406,-0.048498367645883556
2026-01-15 00:00:00+00:00,110109.7969446885,-0.04377626474303104,121019.93200149406,-0.09015155500724359
2026-01-16 00:00:00+00:00,109103.87641843923,-0.009135613307456856,121019.93200149406,-0.09846357856908827
2026-01-17 00:00:00+00:00,107618.84901591817,-0.013611133272897175,121019.93200149406,-0.11073451095155507
2026-01-18 00:00:00+00:00,107554.27770650861,-0.0006000000000000001,121019.93200149406,-0.1112680702449842
2026-01-19 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-20 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-21 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-22 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-23 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-24 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-25 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-26 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-27 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-28 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-29 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-30 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-01-31 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-01 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-02 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-03 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-04 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-05 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-06 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-07 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-08 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-09 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-10 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-11 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-12 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-13 00:00:00+00:00,107554.27770650861,0.0,121019.93200149406,-0.1112680702449842
2026-02-14 00:00:00+00:00,108168.69865463286,0.005712659330955241,121019.93200149406,-0.1061910474937513
2026-02-15 00:00:00+00:00,107627.8551613597,-0.005,121019.93200149406,-0.11066009225628248
2026-02-16 00:00:00+00:00,108286.32698790872,0.0061180428204375215,121019.93200149406,-0.10521907261878272
2026-02-17 00:00:00+00:00,108252.9687711472,-0.0003080556676859481,121019.93200149406,-0.10549471495479967
2026-02-18 00:00:00+00:00,108252.9687711472,0.0,121019.93200149406,-0.10549471495479967
2026-02-19 00:00:00+00:00,108252.9687711472,0.0,121019.93200149406,-0.10549471495479967
2026-02-20 00:00:00+00:00,108252.9687711472,0.0,121019.93200149406,-0.10549471495479967
2026-02-21 00:00:00+00:00,108252.9687711472,0.0,121019.93200149406,-0.10549471495479967
2026-02-22 00:00:00+00:00,108252.9687711472,0.0,121019.93200149406,-0.10549471495479967
2026-02-23 00:00:00+00:00,108252.9687711472,0.0,121019.93200149406,-0.10549471495479967
2026-02-24 00:00:00+00:00,108252.9687711472,0.0,121019.93200149406,-0.10549471495479967
2026-02-25 00:00:00+00:00,111178.52601055204,0.027025191757924196,121019.93200149406,-0.08132053809797646
2026-02-26 00:00:00+00:00,111718.67230041455,0.004858368870722576,121019.93200149406,-0.07685725439809932
2026-02-27 00:00:00+00:00,111718.67230041455,0.0,121019.93200149406,-0.07685725439809932
2026-02-28 00:00:00+00:00,111718.67230041455,0.0,121019.93200149406,-0.07685725439809932
2026-03-01 00:00:00+00:00,111718.67230041455,0.0,121019.93200149406,-0.07685725439809932
2026-03-02 00:00:00+00:00,111718.67230041455,0.0,121019.93200149406,-0.07685725439809932
2026-03-03 00:00:00+00:00,112164.41004978007,0.0039898231887945095,121019.93200149406,-0.07317407806512954
2026-03-04 00:00:00+00:00,118417.25304959185,0.055747121542713045,121019.93200149406,-0.021506200746089332
2026-03-05 00:00:00+00:00,114776.05712411476,-0.030748863292346443,121019.93200149406,-0.05159377281175648
2026-03-06 00:00:00+00:00,110087.50687615335,-0.040849549683444626,121019.93200149406,-0.09033574010937095
2026-03-07 00:00:00+00:00,110041.59992170484,-0.00041700421556604354,121019.93200149406,-0.09071507394049505
2026-03-08 00:00:00+00:00,110041.59992170484,0.0,121019.93200149406,-0.09071507394049505
2026-03-09 00:00:00+00:00,110041.59992170484,0.0,121019.93200149406,-0.09071507394049505
2026-03-10 00:00:00+00:00,111527.81313441733,0.013505921522132907,121019.93200149406,-0.078434343087877
2026-03-11 00:00:00+00:00,112594.83150191653,0.00956728494454737,121019.93200149406,-0.06961746185308981
2026-03-12 00:00:00+00:00,111969.33202605577,-0.005555312508728527,121019.93200149406,-0.07478602760515973
2026-03-13 00:00:00+00:00,112682.63657941495,0.006370535042516636,121019.93200149406,-0.06889191957219232
2026-03-14 00:00:00+00:00,112959.37831465011,0.0024559394742251113,121019.93200149406,-0.06660517448269965
2026-03-15 00:00:00+00:00,119627.7053100918,0.059032964725309944,121019.93200149406,-0.011504110673149937
2026-03-16 00:00:00+00:00,133959.26623677983,0.11980135278478032,133959.26623677983,0.0
2026-03-17 00:00:00+00:00,131979.3223785065,-0.014780193366942463,133959.26623677983,-0.014780193366942473
2026-03-18 00:00:00+00:00,126489.83016222801,-0.041593577822251836,133959.26623677983,-0.055759010066158576
2026-03-19 00:00:00+00:00,126447.30902924309,-0.00033616246405259354,133959.26623677983,-0.056076428443994186
2026-03-20 00:00:00+00:00,126447.30902924309,0.0,133959.26623677983,-0.056076428443994186
2026-03-21 00:00:00+00:00,126447.30902924309,0.0,133959.26623677983,-0.056076428443994186
2026-03-22 00:00:00+00:00,126447.30902924309,0.0,133959.26623677983,-0.056076428443994186
2026-03-23 00:00:00+00:00,126447.30902924309,0.0,133959.26623677983,-0.056076428443994186
2026-03-24 00:00:00+00:00,125815.07248409686,-0.005,133959.26623677983,-0.060796046301774265
2026-03-25 00:00:00+00:00,126673.63192242642,0.006823979205178878,133959.26623677983,-0.05438693805231576
2026-03-26 00:00:00+00:00,126673.63192242642,0.0,133959.26623677983,-0.05438693805231576
2026-03-27 00:00:00+00:00,126673.63192242642,0.0,133959.26623677983,-0.05438693805231576
2026-03-28 00:00:00+00:00,126673.63192242642,0.0,133959.26623677983,-0.05438693805231576
2026-03-29 00:00:00+00:00,126673.63192242642,0.0,133959.26623677983,-0.05438693805231576
2026-03-30 00:00:00+00:00,126673.63192242642,0.0,133959.26623677983,-0.05438693805231576
2026-03-31 00:00:00+00:00,126673.63192242642,0.0,133959.26623677983,-0.05438693805231576
2026-04-01 00:00:00+00:00,126040.2637628143,-0.005,133959.26623677983,-0.05911500336205411
2026-04-02 00:00:00+00:00,126554.14842262462,0.004077146813794032,133959.26623677983,-0.05527887709586499
2026-04-03 00:00:00+00:00,126554.14842262462,0.0,133959.26623677983,-0.05527887709586499
2026-04-04 00:00:00+00:00,126554.14842262462,0.0,133959.26623677983,-0.05527887709586499
2026-04-05 00:00:00+00:00,125921.3776805115,-0.005,133959.26623677983,-0.06000248271038566
2026-04-06 00:00:00+00:00,126691.96592020287,0.006119598227764908,133959.26623677983,-0.05425007556947681
